trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,gamma_regime,net_gex,total_abs_gex,price_wall_distance,future_price_1d,future_price_3d,future_price_5d,future_return_1d,future_return_3d,future_return_5d,touch_call_wall,break_call_wall_1d,call_wall_reject_1d,touch_put_wall,break_put_wall_1d,put_wall_bounce_1d,near_price_wall,price_wall_magnet_1d,gamma_flip_cross_1d,next_abs_return_1d,next_abs_return_3d,next_abs_return_5d,event_quality
2026-07-21,COMMODITY,AP,2610,,,,8000.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,AP,2611,,,,9800.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,AP,2701,,,,8800.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,CF,2609,,,,16000.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,CF,2611,,,,15800.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,CF,2701,,,,15600.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,CF,2703,,,,18000.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,CF,2705,,,,17800.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,CJ,2609,,,,8500.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,CJ,2612,,,,10000.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,CJ,2701,,,,10000.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,CJ,2705,,,,9000.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,FG,2609,,,,900.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,FG,2610,,,,1080.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,FG,2611,,,,850.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,FG,2612,,,,1160.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,FG,2701,,,,1480.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
2026-07-21,COMMODITY,FG,2703,,,,990.0,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,pending
